Pot,Manip,Area,Scenario,Sowing,Harvesting
806,ZA16,02_p,WD,2016-05-10,2016-06-20
807,ZA16,02_p,WD,2016-05-10,2016-06-20
808,ZA16,02_p,WD,2016-05-10,2016-06-20
809,ZA16,02_p,WD,2016-05-10,2016-06-20
810,ZA16,02_p,WD,2016-05-10,2016-06-20
811,ZA16,05_p,WD,2016-05-10,2016-06-20
812,ZA16,05_p,WD,2016-05-10,2016-06-20
813,ZA16,05_p,WD,2016-05-10,2016-06-20
814,ZA16,05_p,WD,2016-05-10,2016-06-20
815,ZA16,05_p,WD,2016-05-10,2016-06-20
816,ZA16,05_p,WD,2016-05-10,2016-06-20
817,ZA16,05_p,WD,2016-05-10,2016-06-20
818,ZA16,05_p,WD,2016-05-10,2016-06-20
819,ZA16,05_p,WD,2016-05-10,2016-06-20
820,ZA16,05_p,WD,2016-05-10,2016-06-20
821,ZA16,05_p,WD,2016-05-10,2016-06-20
822,ZA16,05_p,WD,2016-05-10,2016-06-20
823,ZA16,05_p,WD,2016-05-10,2016-06-20
824,ZA16,05_p,WD,2016-05-10,2016-06-20
825,ZA16,05_p,WD,2016-05-10,2016-06-20
826,ZA16,05_p,WD,2016-05-10,2016-06-20
827,ZA16,05_p,WD,2016-05-10,2016-06-20
828,ZA16,05_p,WD,2016-05-10,2016-06-20
829,ZA16,05_p,WD,2016-05-10,2016-06-20
830,ZA16,05_p,WD,2016-05-10,2016-06-20
831,ZA16,05_p,WD,2016-05-10,2016-06-20
832,ZA16,05_p,WD,2016-05-10,2016-06-20
833,ZA16,05_p,WD,2016-05-10,2016-06-20
834,ZA16,05_p,WD,2016-05-10,2016-06-20
835,ZA16,05_p,WD,2016-05-10,2016-06-20
836,ZA16,05_p,WD,2016-05-10,2016-06-20
837,ZA16,05_p,WD,2016-05-10,2016-06-20
838,ZA16,05_p,WD,2016-05-10,2016-06-20
839,ZA16,05_p,WD,2016-05-10,2016-06-20
840,ZA16,05_p,WD,2016-05-10,2016-06-20
841,ZA16,02_p,WD,2016-05-10,2016-06-20
842,ZA16,02_p,WD,2016-05-10,2016-06-20
843,ZA16,02_p,WD,2016-05-10,2016-06-20
844,ZA16,02_p,WD,2016-05-10,2016-06-20
845,ZA16,02_p,WD,2016-05-10,2016-06-20
846,ZA16,02_p,WD,2016-05-10,2016-06-20
847,ZA16,02_p,WD,2016-05-10,2016-06-20
848,ZA16,02_p,WD,2016-05-10,2016-06-20
849,ZA16,02_p,WD,2016-05-10,2016-06-20
850,ZA16,02_p,WD,2016-05-10,2016-06-20
851,ZA16,02_p,WD,2016-05-10,2016-06-20
852,ZA16,02_p,WD,2016-05-10,2016-06-20
853,ZA16,02_p,WD,2016-05-10,2016-06-20
854,ZA16,02_p,WD,2016-05-10,2016-06-20
855,ZA16,02_p,WD,2016-05-10,2016-06-20
856,ZA16,02_p,WD,2016-05-10,2016-06-20
857,ZA16,02_p,WD,2016-05-10,2016-06-20
858,ZA16,02_p,WD,2016-05-10,2016-06-20
859,ZA16,02_p,WD,2016-05-10,2016-06-20
860,ZA16,02_p,WD,2016-05-10,2016-06-20
861,ZA16,02_p,WD,2016-05-10,2016-06-20
862,ZA16,02_p,WD,2016-05-10,2016-06-20
863,ZA16,02_p,WD,2016-05-10,2016-06-20
864,ZA16,02_p,WD,2016-05-10,2016-06-20
865,ZA16,02_p,WD,2016-05-10,2016-06-20
866,ZA16,02_p,WD,2016-05-10,2016-06-20
867,ZA16,02_p,WD,2016-05-10,2016-06-20
868,ZA16,02_p,WD,2016-05-10,2016-06-20
869,ZA16,02_p,WD,2016-05-10,2016-06-20
870,ZA16,02_p,WD,2016-05-10,2016-06-20
871,ZA16,05_p,WD,2016-05-10,2016-06-20
872,ZA16,05_p,WD,2016-05-10,2016-06-20
873,ZA16,05_p,WD,2016-05-10,2016-06-20
874,ZA16,05_p,WD,2016-05-10,2016-06-20
875,ZA16,05_p,WD,2016-05-10,2016-06-20
876,ZA16,05_p,WD,2016-05-10,2016-06-20
877,ZA16,05_p,WD,2016-05-10,2016-06-20
878,ZA16,05_p,WD,2016-05-10,2016-06-20
879,ZA16,05_p,WD,2016-05-10,2016-06-20
880,ZA16,05_p,WD,2016-05-10,2016-06-20
881,ZA16,05_p,WD,2016-05-10,2016-06-20
882,ZA16,05_p,WD,2016-05-10,2016-06-20
883,ZA16,05_p,WD,2016-05-10,2016-06-20
884,ZA16,05_p,WD,2016-05-10,2016-06-20
885,ZA16,05_p,WD,2016-05-10,2016-06-20
886,ZA16,05_p,WD,2016-05-10,2016-06-20
887,ZA16,05_p,WD,2016-05-10,2016-06-20
888,ZA16,05_p,WD,2016-05-10,2016-06-20
889,ZA16,05_p,WD,2016-05-10,2016-06-20
890,ZA16,05_p,WD,2016-05-10,2016-06-20
891,ZA16,05_p,WD,2016-05-10,2016-06-20
892,ZA16,05_p,WD,2016-05-10,2016-06-20
893,ZA16,05_p,WD,2016-05-10,2016-06-20
894,ZA16,05_p,WD,2016-05-10,2016-06-20
895,ZA16,05_p,WD,2016-05-10,2016-06-20
896,ZA16,05_p,WD,2016-05-10,2016-06-20
897,ZA16,05_p,WD,2016-05-10,2016-06-20
898,ZA16,05_p,WD,2016-05-10,2016-06-20
899,ZA16,05_p,WD,2016-05-10,2016-06-20
900,ZA16,05_p,WD,2016-05-10,2016-06-20
901,ZA16,02_p,WD,2016-05-10,2016-06-20
902,ZA16,02_p,WD,2016-05-10,2016-06-20
903,ZA16,02_p,WD,2016-05-10,2016-06-20
904,ZA16,02_p,WD,2016-05-10,2016-06-20
905,ZA16,02_p,WD,2016-05-10,2016-06-20
906,ZA16,02_p,WD,2016-05-10,2016-06-20
907,ZA16,02_p,WD,2016-05-10,2016-06-20
908,ZA16,02_p,WD,2016-05-10,2016-06-20
909,ZA16,02_p,WD,2016-05-10,2016-06-20
910,ZA16,02_p,WD,2016-05-10,2016-06-20
911,ZA16,02_p,WD,2016-05-10,2016-06-20
912,ZA16,02_p,WD,2016-05-10,2016-06-20
913,ZA16,02_p,WD,2016-05-10,2016-06-20
914,ZA16,02_p,WD,2016-05-10,2016-06-20
915,ZA16,02_p,WD,2016-05-10,2016-06-20
916,ZA16,02_p,WD,2016-05-10,2016-06-20
917,ZA16,02_p,WD,2016-05-10,2016-06-20
918,ZA16,02_p,WD,2016-05-10,2016-06-20
919,ZA16,02_p,WD,2016-05-10,2016-06-20
920,ZA16,02_p,WD,2016-05-10,2016-06-20
921,ZA16,02_p,WD,2016-05-10,2016-06-20
922,ZA16,02_p,WD,2016-05-10,2016-06-20
923,ZA16,02_p,WD,2016-05-10,2016-06-20
924,ZA16,02_p,WD,2016-05-10,2016-06-20
925,ZA16,02_p,WD,2016-05-10,2016-06-20
926,ZA16,02_p,WD,2016-05-10,2016-06-20
927,ZA16,02_p,WD,2016-05-10,2016-06-20
928,ZA16,02_p,WD,2016-05-10,2016-06-20
929,ZA16,02_p,WD,2016-05-10,2016-06-20
930,ZA16,02_p,WD,2016-05-10,2016-06-20
931,ZA16,05_p,WD,2016-05-10,2016-06-20
932,ZA16,05_p,WD,2016-05-10,2016-06-20
933,ZA16,05_p,WD,2016-05-10,2016-06-20
934,ZA16,05_p,WD,2016-05-10,2016-06-20
935,ZA16,05_p,WD,2016-05-10,2016-06-20
936,ZA16,05_p,WD,2016-05-10,2016-06-20
937,ZA16,05_p,WD,2016-05-10,2016-06-20
938,ZA16,05_p,WD,2016-05-10,2016-06-20
939,ZA16,05_p,WD,2016-05-10,2016-06-20
940,ZA16,05_p,WD,2016-05-10,2016-06-20
941,ZA16,05_p,WD,2016-05-10,2016-06-20
942,ZA16,05_p,WD,2016-05-10,2016-06-20
943,ZA16,05_p,WD,2016-05-10,2016-06-20
944,ZA16,05_p,WD,2016-05-10,2016-06-20
945,ZA16,05_p,WD,2016-05-10,2016-06-20
946,ZA16,05_p,WD,2016-05-10,2016-06-20
947,ZA16,05_p,WD,2016-05-10,2016-06-20
948,ZA16,05_p,WD,2016-05-10,2016-06-20
949,ZA16,05_p,WD,2016-05-10,2016-06-20
950,ZA16,05_p,WD,2016-05-10,2016-06-20
951,ZA16,05_p,WW,2016-05-10,2016-06-15
952,ZA16,05_p,WW,2016-05-10,2016-06-15
953,ZA16,05_p,WW,2016-05-10,2016-06-15
954,ZA16,05_p,WW,2016-05-10,2016-06-15
955,ZA16,05_p,WW,2016-05-10,2016-06-15
956,ZA16,05_p,WW,2016-05-10,2016-06-15
957,ZA16,05_p,WW,2016-05-10,2016-06-15
958,ZA16,05_p,WW,2016-05-10,2016-06-15
959,ZA16,05_p,WW,2016-05-10,2016-06-15
960,ZA16,05_p,WW,2016-05-10,2016-06-15
961,ZA16,02_p,WW,2016-05-10,2016-06-15
962,ZA16,02_p,WW,2016-05-10,2016-06-15
963,ZA16,02_p,WW,2016-05-10,2016-06-15
964,ZA16,02_p,WW,2016-05-10,2016-06-15
965,ZA16,02_p,WW,2016-05-10,2016-06-15
966,ZA16,02_p,WW,2016-05-10,2016-06-15
967,ZA16,02_p,WW,2016-05-10,2016-06-15
968,ZA16,02_p,WW,2016-05-10,2016-06-15
969,ZA16,02_p,WW,2016-05-10,2016-06-15
970,ZA16,02_p,WW,2016-05-10,2016-06-15
971,ZA16,02_p,WW,2016-05-10,2016-06-15
972,ZA16,02_p,WW,2016-05-10,2016-06-15
973,ZA16,02_p,WW,2016-05-10,2016-06-15
974,ZA16,02_p,WW,2016-05-10,2016-06-15
975,ZA16,02_p,WW,2016-05-10,2016-06-15
976,ZA16,02_p,WW,2016-05-10,2016-06-15
977,ZA16,02_p,WW,2016-05-10,2016-06-15
978,ZA16,02_p,WW,2016-05-10,2016-06-15
979,ZA16,02_p,WW,2016-05-10,2016-06-15
980,ZA16,02_p,WW,2016-05-10,2016-06-15
981,ZA16,02_p,WW,2016-05-10,2016-06-15
982,ZA16,02_p,WW,2016-05-10,2016-06-15
983,ZA16,02_p,WW,2016-05-10,2016-06-15
984,ZA16,02_p,WW,2016-05-10,2016-06-15
985,ZA16,02_p,WW,2016-05-10,2016-06-15
986,ZA16,02_p,WW,2016-05-10,2016-06-15
987,ZA16,02_p,WW,2016-05-10,2016-06-15
988,ZA16,02_p,WW,2016-05-10,2016-06-15
989,ZA16,02_p,WW,2016-05-10,2016-06-15
990,ZA16,02_p,WW,2016-05-10,2016-06-15
991,ZA16,05_p,WW,2016-05-10,2016-06-15
992,ZA16,05_p,WW,2016-05-10,2016-06-15
993,ZA16,05_p,WW,2016-05-10,2016-06-15
994,ZA16,05_p,WW,2016-05-10,2016-06-15
995,ZA16,05_p,WW,2016-05-10,2016-06-15
996,ZA16,05_p,WW,2016-05-10,2016-06-15
997,ZA16,05_p,WW,2016-05-10,2016-06-15
998,ZA16,05_p,WW,2016-05-10,2016-06-15
999,ZA16,05_p,WW,2016-05-10,2016-06-15
1000,ZA16,05_p,WW,2016-05-10,2016-06-15
1001,ZA16,05_p,WW,2016-05-10,2016-06-15
1002,ZA16,05_p,WW,2016-05-10,2016-06-15
1003,ZA16,05_p,WW,2016-05-10,2016-06-15
1004,ZA16,05_p,WW,2016-05-10,2016-06-15
1005,ZA16,05_p,WW,2016-05-10,2016-06-15
1006,ZA16,05_p,WW,2016-05-10,2016-06-15
1007,ZA16,05_p,WW,2016-05-10,2016-06-15
1008,ZA16,05_p,WW,2016-05-10,2016-06-15
1009,ZA16,05_p,WW,2016-05-10,2016-06-15
1010,ZA16,05_p,WW,2016-05-10,2016-06-15
1011,ZA16,05_p,WW,2016-05-10,2016-06-15
1012,ZA16,05_p,WW,2016-05-10,2016-06-15
1013,ZA16,05_p,WW,2016-05-10,2016-06-15
1014,ZA16,05_p,WW,2016-05-10,2016-06-15
1015,ZA16,05_p,WW,2016-05-10,2016-06-15
1016,ZA16,05_p,WW,2016-05-10,2016-06-15
1017,ZA16,05_p,WW,2016-05-10,2016-06-15
1018,ZA16,05_p,WW,2016-05-10,2016-06-15
1019,ZA16,05_p,WW,2016-05-10,2016-06-15
1020,ZA16,05_p,WW,2016-05-10,2016-06-15
1021,ZA16,02_p,WW,2016-05-10,2016-06-15
1022,ZA16,02_p,WW,2016-05-10,2016-06-15
1023,ZA16,02_p,WW,2016-05-10,2016-06-15
1024,ZA16,02_p,WW,2016-05-10,2016-06-15
1025,ZA16,02_p,WW,2016-05-10,2016-06-15
1026,ZA16,02_p,WW,2016-05-10,2016-06-15
1027,ZA16,02_p,WW,2016-05-10,2016-06-15
1028,ZA16,02_p,WW,2016-05-10,2016-06-15
1029,ZA16,02_p,WW,2016-05-10,2016-06-15
1030,ZA16,02_p,WW,2016-05-10,2016-06-15
1031,ZA16,02_p,WW,2016-05-10,2016-06-15
1032,ZA16,02_p,WW,2016-05-10,2016-06-15
1033,ZA16,02_p,WW,2016-05-10,2016-06-15
1034,ZA16,02_p,WW,2016-05-10,2016-06-15
1035,ZA16,02_p,WW,2016-05-10,2016-06-15
1036,ZA16,02_p,WW,2016-05-10,2016-06-15
1037,ZA16,02_p,WW,2016-05-10,2016-06-15
1038,ZA16,02_p,WW,2016-05-10,2016-06-15
1039,ZA16,02_p,WW,2016-05-10,2016-06-15
1040,ZA16,02_p,WW,2016-05-10,2016-06-15
1041,ZA16,02_p,WW,2016-05-10,2016-06-15
1042,ZA16,02_p,WW,2016-05-10,2016-06-15
1043,ZA16,02_p,WW,2016-05-10,2016-06-15
1044,ZA16,02_p,WW,2016-05-10,2016-06-15
1045,ZA16,02_p,WW,2016-05-10,2016-06-15
1046,ZA16,02_p,WW,2016-05-10,2016-06-15
1047,ZA16,02_p,WW,2016-05-10,2016-06-15
1048,ZA16,02_p,WW,2016-05-10,2016-06-15
1049,ZA16,02_p,WW,2016-05-10,2016-06-15
1050,ZA16,02_p,WW,2016-05-10,2016-06-15
1051,ZA16,05_p,WW,2016-05-10,2016-06-15
1052,ZA16,05_p,WW,2016-05-10,2016-06-15
1053,ZA16,05_p,WW,2016-05-10,2016-06-15
1054,ZA16,05_p,WW,2016-05-10,2016-06-15
1055,ZA16,05_p,WW,2016-05-10,2016-06-15
1056,ZA16,05_p,WW,2016-05-10,2016-06-15
1057,ZA16,05_p,WW,2016-05-10,2016-06-15
1058,ZA16,05_p,WW,2016-05-10,2016-06-15
1059,ZA16,05_p,WW,2016-05-10,2016-06-15
1060,ZA16,05_p,WW,2016-05-10,2016-06-15
1061,ZA16,05_p,WW,2016-05-10,2016-06-15
1062,ZA16,05_p,WW,2016-05-10,2016-06-15
1063,ZA16,05_p,WW,2016-05-10,2016-06-15
1064,ZA16,05_p,WW,2016-05-10,2016-06-15
1065,ZA16,05_p,WW,2016-05-10,2016-06-15
1066,ZA16,05_p,WW,2016-05-10,2016-06-15
1067,ZA16,05_p,WW,2016-05-10,2016-06-15
1068,ZA16,05_p,WW,2016-05-10,2016-06-15
1069,ZA16,05_p,WW,2016-05-10,2016-06-15
1070,ZA16,05_p,WW,2016-05-10,2016-06-15
1071,ZA16,05_p,WW,2016-05-10,2016-06-15
1072,ZA16,05_p,WW,2016-05-10,2016-06-15
1073,ZA16,05_p,WW,2016-05-10,2016-06-15
1074,ZA16,05_p,WW,2016-05-10,2016-06-15
1075,ZA16,05_p,WW,2016-05-10,2016-06-15
1076,ZA16,05_p,WW,2016-05-10,2016-06-15
1077,ZA16,05_p,WW,2016-05-10,2016-06-15
1078,ZA16,05_p,WW,2016-05-10,2016-06-15
1079,ZA16,05_p,WW,2016-05-10,2016-06-15
1080,ZA16,05_p,WW,2016-05-10,2016-06-15
1081,ZA16,02_p,WW,2016-05-10,2016-06-15
1082,ZA16,02_p,WW,2016-05-10,2016-06-15
1083,ZA16,02_p,WW,2016-05-10,2016-06-15
1084,ZA16,02_p,WW,2016-05-10,2016-06-15
1085,ZA16,02_p,WW,2016-05-10,2016-06-15
1086,ZA16,02_p,WW,2016-05-10,2016-06-15
1087,ZA16,02_p,WW,2016-05-10,2016-06-15
1088,ZA16,02_p,WW,2016-05-10,2016-06-15
1089,ZA16,02_p,WW,2016-05-10,2016-06-15
1090,ZA16,02_p,WW,2016-05-10,2016-06-15
1091,ZA16,02_p,WW,2016-05-10,2016-06-15
1092,ZA16,02_p,WW,2016-05-10,2016-06-15
1093,ZA16,02_p,WW,2016-05-10,2016-06-15
1094,ZA16,02_p,WW,2016-05-10,2016-06-15
1095,ZA16,02_p,WW,2016-05-10,2016-06-15
1096,ZA16,02_p,WW,2016-05-10,2016-06-15
1097,ZA16,02_p,WW,2016-05-10,2016-06-15
1098,ZA16,02_p,WW,2016-05-10,2016-06-15
1099,ZA16,02_p,WW,2016-05-10,2016-06-15
1100,ZA16,02_p,WW,2016-05-10,2016-06-15
1101,ZA16,02_p,WW,2016-05-10,2016-06-15
1102,ZA16,02_p,WW,2016-05-10,2016-06-15
1103,ZA16,02_p,WW,2016-05-10,2016-06-15
1104,ZA16,02_p,WW,2016-05-10,2016-06-15
1105,ZA16,02_p,WW,2016-05-10,2016-06-15
1106,ZA16,02_p,WW,2016-05-10,2016-06-15
1107,ZA16,02_p,WW,2016-05-10,2016-06-15
1108,ZA16,02_p,WW,2016-05-10,2016-06-15
1109,ZA16,02_p,WW,2016-05-10,2016-06-15
1110,ZA16,02_p,WW,2016-05-10,2016-06-15
1111,ZA16,05_p,WW,2016-05-10,2016-06-15
1112,ZA16,05_p,WW,2016-05-10,2016-06-15
1113,ZA16,05_p,WW,2016-05-10,2016-06-15
1114,ZA16,05_p,WW,2016-05-10,2016-06-15
1115,ZA16,05_p,WW,2016-05-10,2016-06-15
1116,ZA16,05_p,WW,2016-05-10,2016-06-15
1117,ZA16,05_p,WW,2016-05-10,2016-06-15
1118,ZA16,05_p,WW,2016-05-10,2016-06-15
1119,ZA16,05_p,WW,2016-05-10,2016-06-15
1120,ZA16,05_p,WW,2016-05-10,2016-06-15
1121,ZA16,05_p,WW,2016-05-10,2016-06-15
1122,ZA16,05_p,WW,2016-05-10,2016-06-15
1123,ZA16,05_p,WW,2016-05-10,2016-06-15
1124,ZA16,05_p,WW,2016-05-10,2016-06-15
1125,ZA16,05_p,WW,2016-05-10,2016-06-15
1126,ZA16,05_p,WW,2016-05-10,2016-06-15
1127,ZA16,05_p,WW,2016-05-10,2016-06-15
1128,ZA16,05_p,WW,2016-05-10,2016-06-15
1129,ZA16,05_p,WW,2016-05-10,2016-06-15
1130,ZA16,05_p,WW,2016-05-10,2016-06-15
1131,ZA16,05_p,WW,2016-05-10,2016-06-15
1132,ZA16,05_p,WW,2016-05-10,2016-06-15
1133,ZA16,05_p,WW,2016-05-10,2016-06-15
1134,ZA16,05_p,WW,2016-05-10,2016-06-15
1135,ZA16,05_p,WW,2016-05-10,2016-06-15
1136,ZA16,05_p,WW,2016-05-10,2016-06-15
1137,ZA16,05_p,WW,2016-05-10,2016-06-15
1138,ZA16,05_p,WW,2016-05-10,2016-06-15
1139,ZA16,05_p,WW,2016-05-10,2016-06-15
1140,ZA16,05_p,WW,2016-05-10,2016-06-15
1141,ZA16,02_p,WW,2016-05-10,2016-06-15
1142,ZA16,02_p,WW,2016-05-10,2016-06-15
1143,ZA16,02_p,WW,2016-05-10,2016-06-15
1144,ZA16,02_p,WW,2016-05-10,2016-06-15
1145,ZA16,02_p,WW,2016-05-10,2016-06-15
1146,ZA16,02_p,WW,2016-05-10,2016-06-15
1147,ZA16,02_p,WW,2016-05-10,2016-06-15
1148,ZA16,02_p,WW,2016-05-10,2016-06-15
1149,ZA16,02_p,WW,2016-05-10,2016-06-15
1150,ZA16,02_p,WW,2016-05-10,2016-06-15
1151,ZA16,02_p,WW,2016-05-10,2016-06-15
1152,ZA16,02_p,WW,2016-05-10,2016-06-15
1153,ZA16,02_p,WW,2016-05-10,2016-06-15
1154,ZA16,02_p,WW,2016-05-10,2016-06-15
1155,ZA16,02_p,WW,2016-05-10,2016-06-15
1156,ZA16,02_p,WW,2016-05-10,2016-06-15
1157,ZA16,02_p,WW,2016-05-10,2016-06-15
1158,ZA16,02_p,WW,2016-05-10,2016-06-15
1159,ZA16,02_p,WW,2016-05-10,2016-06-15
1160,ZA16,02_p,WW,2016-05-10,2016-06-15
1161,ZA16,02_p,WW,2016-05-10,2016-06-15
1162,ZA16,02_p,WW,2016-05-10,2016-06-15
1163,ZA16,02_p,WW,2016-05-10,2016-06-15
1164,ZA16,02_p,WW,2016-05-10,2016-06-15
1165,ZA16,02_p,WW,2016-05-10,2016-06-15
1166,ZA16,02_p,WW,2016-05-10,2016-06-15
1167,ZA16,02_p,WW,2016-05-10,2016-06-15
1168,ZA16,02_p,WW,2016-05-10,2016-06-15
1169,ZA16,02_p,WW,2016-05-10,2016-06-15
1170,ZA16,02_p,WW,2016-05-10,2016-06-15
1171,ZA16,05_p,WW,2016-05-10,2016-06-15
1172,ZA16,05_p,WW,2016-05-10,2016-06-15
1173,ZA16,05_p,WW,2016-05-10,2016-06-15
1174,ZA16,05_p,WW,2016-05-10,2016-06-15
1175,ZA16,05_p,WW,2016-05-10,2016-06-15
1176,ZA16,05_p,WW,2016-05-10,2016-06-15
1177,ZA16,05_p,WW,2016-05-10,2016-06-15
1178,ZA16,05_p,WW,2016-05-10,2016-06-15
1179,ZA16,05_p,WW,2016-05-10,2016-06-15
1180,ZA16,05_p,WW,2016-05-10,2016-06-15
1181,ZA16,05_p,WW,2016-05-10,2016-06-15
1182,ZA16,05_p,WW,2016-05-10,2016-06-15
1183,ZA16,05_p,WW,2016-05-10,2016-06-15
1184,ZA16,05_p,WW,2016-05-10,2016-06-15
1185,ZA16,05_p,WW,2016-05-10,2016-06-15
1186,ZA16,05_p,WW,2016-05-10,2016-06-15
1187,ZA16,05_p,WW,2016-05-10,2016-06-15
1188,ZA16,05_p,WW,2016-05-10,2016-06-15
1189,ZA16,05_p,WW,2016-05-10,2016-06-15
1190,ZA16,05_p,WW,2016-05-10,2016-06-15
1191,ZA16,05_p,WW,2016-05-10,2016-06-15
1192,ZA16,05_p,WW,2016-05-10,2016-06-15
1193,ZA16,05_p,WW,2016-05-10,2016-06-15
1194,ZA16,05_p,WW,2016-05-10,2016-06-15
1195,ZA16,05_p,WW,2016-05-10,2016-06-15
1196,ZA16,05_p,WW,2016-05-10,2016-06-15
1197,ZA16,05_p,WW,2016-05-10,2016-06-15
1198,ZA16,05_p,WW,2016-05-10,2016-06-15
1199,ZA16,05_p,WW,2016-05-10,2016-06-15
1200,ZA16,05_p,WW,2016-05-10,2016-06-15
1201,ZA16,03_p,WW,2016-05-10,2016-06-15
1202,ZA16,03_p,WW,2016-05-10,2016-06-15
1203,ZA16,03_p,WW,2016-05-10,2016-06-15
1204,ZA16,03_p,WW,2016-05-10,2016-06-15
1205,ZA16,03_p,WW,2016-05-10,2016-06-15
1206,ZA16,03_p,WW,2016-05-10,2016-06-15
1207,ZA16,03_p,WW,2016-05-10,2016-06-15
1208,ZA16,03_p,WW,2016-05-10,2016-06-15
1209,ZA16,03_p,WW,2016-05-10,2016-06-15
1210,ZA16,03_p,WW,2016-05-10,2016-06-15
1211,ZA16,03_p,WW,2016-05-10,2016-06-15
1212,ZA16,03_p,WW,2016-05-10,2016-06-15
1213,ZA16,03_p,WW,2016-05-10,2016-06-15
1214,ZA16,03_p,WW,2016-05-10,2016-06-15
1215,ZA16,03_p,WW,2016-05-10,2016-06-15
1216,ZA16,03_p,WW,2016-05-10,2016-06-15
1217,ZA16,03_p,WW,2016-05-10,2016-06-15
1218,ZA16,03_p,WW,2016-05-10,2016-06-15
1219,ZA16,03_p,WW,2016-05-10,2016-06-15
1220,ZA16,03_p,WW,2016-05-10,2016-06-15
1221,ZA16,03_p,WW,2016-05-10,2016-06-15
1222,ZA16,03_p,WW,2016-05-10,2016-06-15
1223,ZA16,03_p,WW,2016-05-10,2016-06-15
1224,ZA16,03_p,WW,2016-05-10,2016-06-15
1225,ZA16,03_p,WW,2016-05-10,2016-06-15
1226,ZA16,03_p,WW,2016-05-10,2016-06-15
1227,ZA16,03_p,WW,2016-05-10,2016-06-15
1228,ZA16,03_p,WW,2016-05-10,2016-06-15
1229,ZA16,03_p,WW,2016-05-10,2016-06-15
1230,ZA16,03_p,WW,2016-05-10,2016-06-15
1231,ZA16,06_p,WW,2016-05-10,2016-06-15
1232,ZA16,06_p,WW,2016-05-10,2016-06-15
1233,ZA16,06_p,WW,2016-05-10,2016-06-15
1234,ZA16,06_p,WW,2016-05-10,2016-06-15
1235,ZA16,06_p,WW,2016-05-10,2016-06-15
1236,ZA16,06_p,WW,2016-05-10,2016-06-15
1237,ZA16,06_p,WW,2016-05-10,2016-06-15
1238,ZA16,06_p,WW,2016-05-10,2016-06-15
1239,ZA16,06_p,WW,2016-05-10,2016-06-15
1240,ZA16,06_p,WW,2016-05-10,2016-06-15
1241,ZA16,06_p,WW,2016-05-10,2016-06-15
1242,ZA16,06_p,WW,2016-05-10,2016-06-15
1243,ZA16,06_p,WW,2016-05-10,2016-06-15
1244,ZA16,06_p,WW,2016-05-10,2016-06-15
1245,ZA16,06_p,WW,2016-05-10,2016-06-15
1246,ZA16,06_p,WW,2016-05-10,2016-06-15
1247,ZA16,06_p,WW,2016-05-10,2016-06-15
1248,ZA16,06_p,WW,2016-05-10,2016-06-15
1249,ZA16,06_p,WW,2016-05-10,2016-06-15
1250,ZA16,06_p,WW,2016-05-10,2016-06-15
1251,ZA16,06_p,WW,2016-05-10,2016-06-15
1252,ZA16,06_p,WW,2016-05-10,2016-06-15
1253,ZA16,06_p,WW,2016-05-10,2016-06-15
1254,ZA16,06_p,WW,2016-05-10,2016-06-15
1255,ZA16,06_p,WW,2016-05-10,2016-06-15
1256,ZA16,06_p,WW,2016-05-10,2016-06-15
1257,ZA16,06_p,WW,2016-05-10,2016-06-15
1258,ZA16,06_p,WW,2016-05-10,2016-06-15
1259,ZA16,06_p,WW,2016-05-10,2016-06-15
1260,ZA16,06_p,WW,2016-05-10,2016-06-15
1261,ZA16,03_p,WW,2016-05-10,2016-06-15
1262,ZA16,03_p,WW,2016-05-10,2016-06-15
1263,ZA16,03_p,WW,2016-05-10,2016-06-15
1264,ZA16,03_p,WW,2016-05-10,2016-06-15
1265,ZA16,03_p,WW,2016-05-10,2016-06-15
1266,ZA16,03_p,WW,2016-05-10,2016-06-15
1267,ZA16,03_p,WW,2016-05-10,2016-06-15
1268,ZA16,03_p,WW,2016-05-10,2016-06-15
1269,ZA16,03_p,WW,2016-05-10,2016-06-15
1270,ZA16,03_p,WW,2016-05-10,2016-06-15
1271,ZA16,03_p,WW,2016-05-10,2016-06-15
1272,ZA16,03_p,WW,2016-05-10,2016-06-15
1273,ZA16,03_p,WW,2016-05-10,2016-06-15
1274,ZA16,03_p,WW,2016-05-10,2016-06-15
1275,ZA16,03_p,WW,2016-05-10,2016-06-15
1276,ZA16,03_p,WW,2016-05-10,2016-06-15
1277,ZA16,03_p,WW,2016-05-10,2016-06-15
1278,ZA16,03_p,WW,2016-05-10,2016-06-15
1279,ZA16,03_p,WW,2016-05-10,2016-06-15
1280,ZA16,03_p,WW,2016-05-10,2016-06-15
1281,ZA16,03_p,WW,2016-05-10,2016-06-15
1282,ZA16,03_p,WW,2016-05-10,2016-06-15
1283,ZA16,03_p,WW,2016-05-10,2016-06-15
1284,ZA16,03_p,WW,2016-05-10,2016-06-15
1285,ZA16,03_p,WW,2016-05-10,2016-06-15
1286,ZA16,03_p,WW,2016-05-10,2016-06-15
1287,ZA16,03_p,WW,2016-05-10,2016-06-15
1288,ZA16,03_p,WW,2016-05-10,2016-06-15
1289,ZA16,03_p,WW,2016-05-10,2016-06-15
1290,ZA16,03_p,WW,2016-05-10,2016-06-15
1291,ZA16,06_p,WW,2016-05-10,2016-06-15
1292,ZA16,06_p,WW,2016-05-10,2016-06-15
1293,ZA16,06_p,WW,2016-05-10,2016-06-15
